WO#,Full Asset Number,Asset Number,Asset Description,Owning Department Code,Description,Description_google_translated,Created By,Creation Date,Scheduled Start Date,Scheduled Completion Date,Operation Seq Num,Operation Start Date,Department Code,Description,Resource Seq Num,Resource,Est Hours,Assigned Units SUM,Completed Hours,Quantity Open,Date Completed,Actual Start Date,Last Update Date,User Name,WO Status,Work Order Status,Priority Disp,Plan Maintenance,Work Order Type Disp,Shutdown Type Disp,Activity,ACTIVITY TYPE,Activity Source Meaning,Activity Cause Disp,Tagout Required,Attribute2,Requirement Code,Parent Work Order,Child Work Order,Relationship Type,Relationship Status Code,Creation Date,Completion Comments,Comments Continued1,Comments Continued2
3050010,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM3,se completo psi a pos # 6,Oil leakage inspection hid.,37470,09-Feb-16,09-Feb-16,09-Feb-16,10,02-09-16 13:20,MM9,se completo psi a pos # 6,10,MMTYRE,1,2,NULL,1,NULL,NULL,04-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3053817,PV1-1123-TRH0434-ENG-COOL,434,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789D 434,MM3,CORREGIR FUGA POR LINEA DE ENFRIAMIENTO DEL FRENO DELANTERO IZQUIERDO.,CHANGE DRAIN VALVE AIR UNDER SERVICIUO CAVINA,21455,10-Feb-16,10-Feb-16,10-Feb-16,10,02-10-16 21:48,MM3,CORREGIR FUGA POR LINEA DE ENFRIAMIENTO DEL FRENO DELANTERO IZQUIERDO.,10,MMTECH,4,2,2,2,10-Feb-16,10-Feb-16,25-Feb-16,EDMENA,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,LAVADERO DE AREA AFECTADA. SE EVALUO; NO TENEMOS LOS MATERIALES NECESARIOS PARA LA CONSTRUCCION DE LA MANGUERA 347-4348.,NULL,NULL
3054083,PV1-1123-TRH0434-ENG-COOL,434,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789D 434,MM3,REEMPLAZAR LINEA HIDRAULICA DE FRENO DELANTERO IZQUIERDO.,I was completely psi to post # 6,37815,11-Feb-16,11-Feb-16,11-Feb-16,10,02-11-16 3:01,MM3,REEMPLAZAR LINEA HIDRAULICA DE FRENO DELANTERO IZQUIERDO.,10,MMTECH,4,2,7,-3,12-May-16,12-May-16,31-May-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se cambiaron las mangueras de enfriamiento de los frenos delanteros izquierdo. Se cambi¢ una l°nea del filtrado de la transmisi¢n.,Se cambi¢nl°nea de cooler de transmisi¢n,NULL
3054190,PV1-1123-TRH0434-DTS-BRK,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,"CAMBIAR MANGUERA DE ENFRIAMIENTO DE LOS FRENOS, DELANTERO IZQUIERDO. (BACKLOG)",CORRECTION FOR LEAKING COOLING BRAKE LINE LEFT FRONT.,37814,11-Feb-16,25-Feb-16,25-Feb-16,10,2/25/2016 6:07,MM3,"CAMBIAR MANGUERA DE ENFRIAMIENTO DE LOS FRENOS, DELANTERO IZQUIERDO. (BACKLOG)",10,MMTECH,2,1,2,NULL,25-Feb-16,25-Feb-16,10-Mar-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,REALIZADO ANTES DEL PM. ESTABA EN BUEN ESTADO.,NULL,NULL
3054510,PV1-1123-TRH0434-DTS-BRK,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,REEMPLAZO DE MANGUERA DE ENFRIAMIENTO DE LOS FRENOS DELANTEROS. (BACKLOG),REPLACING HYDRAULIC BRAKE LINE LEFT FRONT.,37814,11-Feb-16,11-Feb-16,11-Feb-16,10,02-11-16 10:06,MM3,REEMPLAZO DE MANGUERA DE ENFRIAMIENTO DE LOS FRENOS DELANTEROS. (BACKLOG),10,MMTECH,3,2,8,-5,11-Feb-16,11-Feb-16,25-Feb-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE REALIZARON BACKLOG A MANGUERA DE ENFRIAMIENTO DE LOS FRENO DELANTERO IZQUIERDO. SE REEMPLAZO MANGUERA DE ENFRIAMIENTO DE LOS FRENOS.,SE FABRICO MANGUERA. SE REALIZO INSPECCION GENERAL.,NULL
3055390,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,MM3,CHEQUEAR BAJA POTENCIA DEL MOTOR.,"CHANGE HOSE brake cooling, LEFT FRONT.†(BACKLOG)",37814,12-Feb-16,12-Feb-16,12-Feb-16,10,02-12-16 5:59,MM3,CHEQUEAR BAJA POTENCIA DEL MOTOR.,10,MMTECH,2,2,2,NULL,12-Feb-16,12-Feb-16,26-Feb-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,IN-Inspection,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,CAMBIO DE FILTRO DE AIRE DE ADMISI?N DEL MOTOR.,NULL,NULL
3056157,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM3,CORTE DE PLANCHA EN LA TOLVA.,REPLACING COOLING HOSE BRAKES FRONT.†(BACKLOG),37814,13-Feb-16,13-Feb-16,13-Feb-16,10,2/13/2016 4:08,MM7,CORTE DE PLANCHA EN LA TOLVA.,10,MMWELD,1,1,1,NULL,13-Feb-16,13-Feb-16,01-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO,NULL,NULL
3057708,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,NIVELAR LLANTA POS 5,CHECK THE LOW POWER ENGINE.,37470,15-Feb-16,15-Feb-16,15-Feb-16,10,2/15/2016 13:04,MM9,NIVELAR LLANTA POS 5,10,MMTYRE,1,2,1,-0.33,15-Feb-16,15-Feb-16,01-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,AD-Adjust,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se nivel¢ el PSI de la llanta pos 5 y pos 6.,NULL,NULL
3061735,PV1-1123-TRH0434-ELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,Revisar el funcionamiento de los tableros indicadores de carga £til.,COURT OF IRON IN THE HOPPER.,19913,17-Feb-16,25-Feb-16,25-Feb-16,10,2/25/2016 10:25,MM3,Revisar el funcionamiento de los tableros indicadores de carga £til.,10,MMTECH,2,2,2,NULL,25-Feb-16,25-Feb-16,10-Mar-16,EDMENA,Closed,Closed,2 - Due less than 14 days,N,CM - Corrective,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO!,NULL,NULL
3063100,PV1-1123-TRH0434-ACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,MM3,INSPECCION A/C EN INSP. 1000 HRS,TYRE POS LEVEL 5,30796,18-Feb-16,25-Feb-16,25-Feb-16,10,2/25/2016 6:43,MM12,INSPECCION DE A/C EN PM 1000 HRS,10,MMTEDI,1,1,2,-1,25-Feb-16,25-Feb-16,10-Mar-16,EDMENA,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE INSPECCIONO EL SISTEMA DE A/C POR PM 1000,NULL,NULL
3063123,PV1-1123-TRH0434-FIRE,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 1000 HRS),Review the operation of the load indicator panels £ til.,30796,18-Feb-16,25-Feb-16,25-Feb-16,10,2/25/2016 8:01,MM12,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 1000 HRS),10,MMTEDI,2,2,6,-4,25-Feb-16,25-Feb-16,10-Mar-16,EDMENA,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE LE REALIZO PM AL SISTEMA AFEX POR 1000 HRS.,NULL,NULL
3064746,PV1-1123-TRH0434-DTS-BRK,434,BRAKE SYSTEM DRIVETRAIN SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,CORREGIR EVENTO DE CARRERA ALTA DE LOS FRENOS.,INSPECTION A / C IN INSP.†1000 HRS,37814,20-Feb-16,20-Feb-16,20-Feb-16,10,2/20/2016 1:48,MM3,CORREGIR EVENTO DE CARRERA ALTA DE LOS FRENOS.,10,MMTECH,2,2,2,NULL,19-Feb-16,19-Feb-16,04-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,FUE RESETEADO DISYUNTOR DEL CILINDRO DE FRENO MAESTRO DELANTERO. SE PULGO DICHO CILINDRO MAESTRO DE FRENO.,NULL,NULL
3065122,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,COMPLETAR NIVEL DE AIRE A LA LLANTA POS - 5.,FIRE INSPECTION SYSTEM AFEX (PM 1000 HRS),37815,20-Feb-16,20-Feb-16,20-Feb-16,10,2/20/2016 13:43,MM9,COMPLETAR NIVEL DE AIRE A LA LLANTA POS - 5.,10,MMTYRE,1,1,1,0.25,20-Feb-16,20-Feb-16,04-Mar-16,ERNESTOPEREZ,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE COMPLETO EL NIVEL DE PSI DE LA LLANTA POSICION 5.,NULL,NULL
3068233,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM9,COMPLETAR PSI POS 6,CORRECTING HIGH EVENT RACE BRAKES.,37816,23-Feb-16,23-Feb-16,23-Feb-16,10,2/23/2016 13:43,MM9,COMPLETAR PSI POS 6,10,MMTYRE,1,2,1,0.5,23-Feb-16,23-Feb-16,08-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se complet¢ el PSI de las llantas pos 5,NULL,NULL
3071937,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,NIVELAR TODAS LAS LLANTAS,LEVEL COMPLETE TIRE AIR POS - 5.,37470,25-Feb-16,25-Feb-16,25-Feb-16,10,2/25/2016 19:21,MM3,NIVELAR TODAS LAS LLANTAS,10,MMTECH,2,2,2,NULL,25-Feb-16,25-Feb-16,11-Mar-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE NIVELARON TODAS LAS LLANTAS DE SU PSI Y SE INSPECCIONARON LOS CORTES.,NULL,NULL
3071949,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM3,CAMBIAR SELLOS DE LOS TUBOS DE ENTRADA Y SALIDA,COMPLETING PSI POS 6,37470,25-Feb-16,25-Feb-16,25-Feb-16,10,2/25/2016 20:55,MM3,CAMBIAR SELLOS DE LOS TUBOS DE ENTRADA Y SALIDA,10,MMTECH,2,2,10,-8,26-Feb-16,26-Feb-16,11-Mar-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE INSTALO LA BASE DE LOS FILTROS DEL MOTOR Y SUS ACCESORIOS.,NULL,NULL
3072551,PV1-1123-TRH0434-ENG-COOL,434,COOLING SYSTEM ENGINE HAULTRUCK CATERPILLAR 789D 434,MM3,CAMBIO DE MANGUERA DE ENFRIAMIENTO DE LOS TURBOS. (BACKLOG),LEVEL ALL TIRES,37814,26-Feb-16,26-Feb-16,26-Feb-16,10,2/26/2016 8:54,MM3,CAMBIO DE MANGUERA DE ENFRIAMIENTO DE LOS TURBOS. (BACKLOG),10,MMTECH,2,1,3,-1.33,26-Feb-16,26-Feb-16,11-Mar-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE DESMONTARON AMBAS MANGUERAS Y SE MANDARON HACER. SE INSTALARON LAS MANGUERAS NUEVAS.,NULL,NULL
3072656,PV1-1123-TRH0434-ELS,434,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,CAMBIAR SENSOR DE PRESION DE COMBUSTIBLE. (BACKLOG),CHANGE TUBES SEALS AND OUT,37814,26-Feb-16,26-Mar-16,26-Mar-16,10,3/26/2016 19:07,MM3,CAMBIAR SENSOR DE PRESION DE COMBUSTIBLE. (BACKLOG),10,MMTECH,1,1,1,NULL,26-Mar-16,26-Mar-16,11-Apr-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Se instal¢ sensor,NULL,NULL
3072688,PV1-1123-TRH0434-ENG-ALT,434,ALTERNATOR  ENGINE HAULTRUCK CATERPILLAR 789D 434,MM3,CAMBIAR ALTERNADOR. RUIDO EN LA POLEA.,CHANGING COOLING HOSE turbos.†(BACKLOG),37814,26-Feb-16,26-Feb-16,26-Feb-16,10,2/26/2016 12:16,MM3,CAMBIAR ALTERNADOR. RUIDO EN LA POLEA.,10,MMTECH,3,2,5,-2,26-Feb-16,26-Feb-16,14-Mar-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE DESMONTO ALTERNADOR Y SE INSTALO EL NUEVO.,NULL,NULL
3080324,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,CHANGE FUEL PRESSURE SENSOR.†(BACKLOG),36886,03-Mar-16,11-Mar-16,11-Mar-16,10,03-11-16 15:00,MM9,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,10,MMTYRE,2,2,1,1.5,11-Mar-16,11-Mar-16,28-Mar-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV181,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,INSPECCION SEGUN CHECK LIST.,NULL,NULL
3080590,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM3,250HRS INSPECCION PREVENTIVA,CHANGE ALTERNADOR.†NOISE IN THE PULLEY.,21711,03-Mar-16,10-Apr-16,10-Apr-16,20,04-10-16 9:00,MM3,250HR INSPECCION PREVENTIVA,10,MMTECH,4,1,5,-1,10-Apr-16,10-Apr-16,25-Apr-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV008,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,250HRS INSPECCION PREVENTIVA,NULL,NULL
3080606,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM3,2000HR MANTTO PREVENTIVO,INSPECTION IN PREVENTIVE MAINTENANCE TIRES,21711,03-Mar-16,19-Apr-16,19-Apr-16,30,4/19/2016 7:00,MM3,2000HR MANTTO PREVENTIVO,10,MMTECH,29,2,28,1,19-Apr-16,19-Apr-16,04-May-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV005,SR-Service,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,CAMBIO DE TODOS LOS FILTROS CORRESPONDIENTES AL PM DE 2000 HORAS. sE LE CAMBI? EL RESPIRADERO DEL TANQUE DE DIRECCI?N,NULL,NULL
3080629,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM3,250HRS INSPECCION PREVENTIVA,PREVENTIVE INSPECTION 250HRS,21711,03-Mar-16,04-May-16,04-May-16,20,05-04-16 14:00,MM3,250HR INSPECCION PREVENTIVA,10,MMTECH,6,2,6,NULL,04-May-16,04-May-16,20-May-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV008,IN-Inspection,Production,Normal,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,250HRS INSPECCION PREVENTIVA,NULL,NULL
3080780,PV1-1123-TRH0434-ACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,MM3,INSPECCION A/C EN INSP. 250 HRS,PREVENTIVE MANTTO 2000HR,30796,03-Mar-16,11-Mar-16,11-Mar-16,10,03-11-16 11:38,MM12,INSPECCION DE A/C EN PM 250 HRS,10,MMTEDI,1,1,1,-0.5,12-Mar-16,12-Mar-16,25-Mar-16,EDMENA,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO,NULL,NULL
3080858,PV1-1123-TRH0434-FIRE,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 250 HRS),PREVENTIVE INSPECTION 250HRS,30796,03-Mar-16,11-Mar-16,11-Mar-16,10,03-11-16 12:26,MM12,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 250 HRS),10,MMTEDI,2,2,1,1,12-Mar-16,12-Mar-16,28-Mar-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO,NULL,NULL
3083578,PV1-1123-TRH0434-FRM,434,FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,FUGA GRASA POR INYECTORES MAS VIBRACI?N EN LA CABINA.,INSPECTION A / C IN INSP.†250 HRS,37815,07-Mar-16,07-Mar-16,07-Mar-16,10,03-07-16 8:50,MM3,FUGA GRASA POR INYECTORES MAS VIBRACI?N EN LA CABINA.,10,MMTECH,6,2,2,4,07-Mar-16,07-Mar-16,21-Mar-16,EDMENA,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,COMPLETADA.,NULL,NULL
3085614,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,COMPLETAR NIVEL DE PSI LLANTA POS - 5.,FIRE INSPECTION SYSTEM AFEX (PM 250 HRS),37815,08-Mar-16,08-Mar-16,08-Mar-16,10,03-08-16 14:14,MM9,COMPLETAR NIVEL DE PSI LLANTA POS - 5.,10,MMTYRE,2,2,2,0.5,08-Mar-16,08-Mar-16,22-Mar-16,ERNESTOPEREZ,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE COMPLETO PSI DE LA LLANTA POSICION 5 Y SE INSPECCIONO TODAS LAS DEMAS.,NULL,NULL
3086919,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,cambio de oring de la pos. 5 y 6 por perdida de psi.,MORE INJECTOR LEAK vibration fat? N IN THE COCKPIT.,36966,09-Mar-16,18-Mar-16,18-Mar-16,10,3/18/2016 7:00,MM9,cambio de oring de la pos. 5 y 6 por perdida de psi.,10,MMTYRE,18,3,34,-16,18-Mar-16,18-Mar-16,04-Apr-16,ERNESTOPEREZ,Closed,Closed,2 - Due less than 14 days,Y,PM - Preventative,Not Required,NULL,RP-Repair,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,realizado,NULL,NULL
3090765,PV1-1123-TRH0434,434,HAULTRUCK CATERPILLAR 789D 434,MM3,completar psi pos 5,PSI TYRE FILL LEVEL POS - 5.,37816,12-Mar-16,12-Mar-16,12-Mar-16,10,03-12-16 7:59,MM9,completar psi pos 5,10,MMTYRE,1,2,1,0.34,12-Mar-16,12-Mar-16,28-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se coplet¢ nivel de PSI llanta pos 5 y se inspeccionaron todas las dem†s llantas,NULL,NULL
3091565,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,MM3,CAMBIAR MANGUERA DE DRENAJE DEL ENFRIADOR Y EL RADIADOR.,oring change pos.†5 to 6 psi loss.,30757,13-Mar-16,19-Apr-16,19-Apr-16,10,4/19/2016 10:06,MM3,CAMBIAR MANGUERA DE DRENAJE DEL ENFRIADOR Y EL RADIADOR.,10,MMTECH,2,1,2,NULL,19-Apr-16,19-Apr-16,04-May-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,STG COMP,NULL,NULL,NULL,NULL,NULL,Estaba en buen estado la manguera,NULL,NULL
3092260,PV1-1123-TRH0434-HYS,434,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,FUGA HIDRAULICA. (BACKLOG),complete psi after 5,37814,14-Mar-16,14-Mar-16,14-Mar-16,10,3/14/2016 9:02,MM3,FUGA HIDRAULICA. (BACKLOG),10,MMTECH,4,2,4,NULL,14-Mar-16,14-Mar-16,28-Mar-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO! VICENTE MARTE.,NULL,NULL
3097339,PV1-1123-TRH0434-ENG,434,ENGINE HAULTRUCK CATERPILLAR 789D 434,MM3,"MONITOREO - EVALUAR, IDENTIFICAR Y CORREGIR FUENTE DE GENERACION DE HOLLIN EN EL MOTOR. POSIBLES CAUSAS: (OPERACION DEL MOTOR A BAJAS RPM's, FILTROS DE AIRE TAPONADOS, DEFICIENCIA DE INYECCION). HACER PRUEBA DE CORTE DE INYECTORES.",CHANGE DRAIN HOSE COOLER AND COOLER.,27046,17-Mar-16,19-Apr-16,19-Apr-16,10,4/19/2016 11:23,MM3,"EVALUAR, IDENTIFICAR Y CORREGIR FUENTE DE GENERACION DE HOLLIN EN EL MOTOR. POSIBLES CAUSAS: (OPERACION DEL MOTOR A BAJAS RPM's, FILTROS DE AIRE TAPONADOS, DEFICIENCIA DE INYECCION). HACER PRUEBA DE CORTE DE INYECTORES.",10,MMTECH,6,2,2,4,19-Apr-16,19-Apr-16,04-May-16,ERNESTOPEREZ,Closed,Closed,2 - Due less than 14 days,N,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,"el personal tÇcnico indica que el catalizador del muffler no est† en el mejor estado, por tanto se deber°a cambiar el tubo de escape",NULL,NULL
3099098,PV1-1123-TRH0434-ACS,434,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 434,MM3,INSPECCION A/C EN INSP. 500 HRS,HYDRAULIC LEAK.†(BACKLOG),30796,17-Mar-16,26-Mar-16,26-Mar-16,10,3/26/2016 18:03,MM12,INSPECCION DE A/C EN PM 500 HRS,10,MMTEDI,1,1,2,-1.5,26-Mar-16,26-Mar-16,11-Apr-16,EDMENA,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se realiz¢ PM al sistema AC,NULL,NULL
3099120,PV1-1123-TRH0434-FIRE,434,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 500 HRS),"MONITORING - ASSESS, IDENTIFY AND CORRECT soot generation SOURCE ENGINE.†POSSIBLE CAUSES: (RPM engine operation's LOW, air filters clogged, DEFICIENCY injection).†CUT TO TEST INYECTORES.",30796,17-Mar-16,26-Mar-16,26-Mar-16,10,3/26/2016 20:02,MM12,INSPECCION SISTEMA CONTRA INCENDIO AFEX ( PM 500 HRS),10,MMTEDI,2,2,3,-1.33,26-Mar-16,26-Mar-16,11-Apr-16,EDMENA,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,se realizo inspeccion al sistema afex,NULL,NULL
3099821,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,INSPECTION A / C IN INSP.†500 HRS,36886,18-Mar-16,26-Mar-16,26-Mar-16,10,3/26/2016 15:49,MM9,INSPECCION DE LLANTAS EN MANTENIMIENTO PREVENTIVO,10,MMTYRE,2,2,1,0.917,26-Mar-16,26-Mar-16,11-Apr-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV181,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se inspeccionaron todas las llantas con el sistema nuevo de inspecci¢n en PM. Ojo se tom¢ m†s tiempo de lo normal,NULL,NULL
3101869,PV1-1123-TRH0434-TIR,434,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 434,MM3,RETORQUEO DE LLANTA POS 6,FIRE INSPECTION SYSTEM AFEX (PM 500 HRS),37470,20-Mar-16,20-Mar-16,20-Mar-16,10,3/20/2016 12:50,MM9,RETORQUEO DE LLANTA POS 6,10,MMTYRE,2,2,1,1,20-Mar-16,20-Mar-16,04-Apr-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,se retorqueo llanta pos 6,NULL,NULL
